,degree,betweenness,eigenvector
Tikrit,7,0.0,0.0002590799710452502
al-Abadi,38,2.483620376206846e-05,0.002132864813061737
Socrates,7,0.0,0.0017690097719467919
Leonardo DiCaprio,23,2.0741780753283974e-06,0.0038394222766364667
Righteous,10,0.0,0.0022099326078322446
Lisa De Pasquale,10,0.0,0.0022099326078322446
Vince Vaughn,10,0.0,0.0022099326078322446
Joe Namath,10,0.0,0.0022099326078322446
Suzanne Maloney,9,0.0,0.001142271998906121
Coons,125,7.993478779487511e-06,0.017241397982402942
Rafael Cruz,91,3.1718135654535575e-05,0.011463208420202731
Trump Vodka,11,0.0,0.0027878464536892785
Karim Sadjadpour,7,0.0,0.0005598601708873297
Sadjadpour,7,0.0,0.0005598601708873297
Frederic Wehrey,7,0.0,0.0005598601708873297
Wehrey,9,0.0,0.0005618294808002184
Alterman,25,9.439698362500777e-06,0.0013985102320653046
Huw Edwards,10,0.0,0.001242817419158616
Cobra,12,0.0,0.0012471889585076196
Bill Binney,10,0.0,0.001242817419158616
Richard English,10,0.0,0.001242817419158616
James Webb,17,0.0,0.001298416320778952
Tammy Bruce,17,0.0,0.001298416320778952
Leslie Marshall,17,0.0,0.001298416320778952
Bruce,30,5.959167603005986e-06,0.004417076468324162
Hannity,56,1.862968499026821e-05,0.007992795090001397
Michael Morell,24,5.41525674501757e-06,0.0018454948524536455
Michel Cadot,7,0.0,0.0007517139640379276
al-Malhamah al-Kubrā,6,0.0,5.2480280766699155e-05
Dabiq,6,0.0,5.2480280766699155e-05
J.M. Berger,6,0.0,5.2480280766699155e-05
Julie de Azevedo Hanks,124,0.0,0.016099407876958807
Little Caesar’s Pizza,124,0.0,0.016099407876958807
Gary Herbert,128,3.290735427487509e-07,0.016613267448822668
Mindy Finn,128,3.290735427487509e-07,0.016613267448822668
Boyd Matheson,124,0.0,0.016099407876958807
Peter Corroon,124,0.0,0.016099407876958807
Lorella Praeli,124,0.0,0.016099407876958807
Jorge Castillo,124,0.0,0.016099407876958807
Matthew Wilson,124,0.0,0.016099407876958807
Kevin Cirilli,141,2.4337720726111137e-05,0.01702913011552314
disavow Trump,124,0.0,0.016099407876958807
Michelle Conlin,124,0.0,0.016099407876958807
Grant Smith,124,0.0,0.016099407876958807
Miami Herald,242,0.00014675243198108783,0.026145789812687788
Monica Langley,137,6.977792513429119e-06,0.01674861321073204
Slim,126,0.0,0.016156051216760635
Arturo Elias,124,0.0,0.016099407876958807
Politico’s Ben Schreckinger,124,0.0,0.016099407876958807
Lisa Boyne,124,0.0,0.016099407876958807
Boyne,126,0.0,0.016156051216760635
Marlee Matlin,124,0.0,0.016099407876958807
Marlee,124,0.0,0.016099407876958807
Mary Jordan,124,0.0,0.016099407876958807
Granny’s Country Kitchen,124,0.0,0.016099407876958807
Granny,124,0.0,0.016099407876958807
Debbie Meadows,124,0.0,0.016099407876958807
David McCraw,124,0.0,0.016099407876958807
Jess Cagle,124,0.0,0.016099407876958807
Stoynoff,126,0.0,0.016156051216760635
Trump  ,124,0.0,0.016099407876958807
Leigh Ann Caldwell,124,0.0,0.016099407876958807
Scott Stringer,124,0.0,0.016099407876958807
John D. Negroponte,141,3.2964216385772723e-06,0.01706681970220771
Paul Schwartzman,268,2.8180614010524643e-05,0.030051060867798934
Arthur Browne,124,0.0,0.016099407876958807
Rottweiler,124,0.0,0.016099407876958807
Tanden,124,0.0,0.016099407876958807
Aaron Zitner,124,0.0,0.016099407876958807
David Shribman,146,6.79167857509369e-06,0.017399234622422457
Timothy Egan,135,7.43746828029801e-05,0.016467850743222854
The Capital Weather Gang,124,0.0,0.016099407876958807
Michelle Obama's,124,0.0,0.016099407876958807
Seth Meyers,124,0.0,0.016099407876958807
Joss Whedon's,124,0.0,0.016099407876958807
Bob Paduchik,19,0.0,0.004762155908307999
Millsfield,31,1.1245340848445625e-06,0.007532096226788044
Mark Stewart Greenstein,21,0.0,0.005342135678499012
Kristen Anderson,21,0.0,0.005342135678499012
Mike Huckabee ,21,0.0,0.005342135678499012
Brushfires,5,1.3293680959337277e-07,0.0006285097424002711
Jim Gray,4,0.0,0.0004644914182112761
TIM KAINE,7,0.0,0.0026919410735987137
Albuquerque,14,0.0,0.00294649927047814
Marcus DiPaola,14,0.0,0.00294649927047814
DiPaola,16,0.0,0.002956862490566977
Cindy Zurita,14,0.0,0.00294649927047814
Tom Llamas,14,0.0,0.00294649927047814
Martha Garcia,14,0.0,0.00294649927047814
Mike Casca,14,0.0,0.00294649927047814
Mayor Sam Liccardo,14,0.0,0.00294649927047814
Enrique Peña,11,0.0,0.0021113070174796117
Peña Nieto,20,2.519955188226103e-06,0.002437611725188103
Benito Mussolini,12,8.328407253155092e-08,0.0021681316122364363
Rachel St. John,11,0.0,0.0021113070174796117
Chris Vance,9,0.0,0.003578832576313293
Gandhiji,6,0.0,0.0002359025783907274
Bill Donohue,6,0.0,0.0002359025783907274
Danny Glover,50,1.7509418095846133e-05,0.005470370068807518
Bill Bradley's,20,0.0,0.0022498090292299463
Howard Dean's,20,0.0,0.0022498090292299463
Robert Reich,20,0.0,0.0022498090292299463
Steve Fraser,20,0.0,0.0022498090292299463
Echoing Bouie,20,0.0,0.0022498090292299463
Dave Hopkins,20,0.0,0.0022498090292299463
Dara Lind,58,1.6724797667930187e-05,0.005426864696304346
Vanderbilt,20,0.0,0.0022498090292299463
Christopher Achen,20,0.0,0.0022498090292299463
McCain Criticism,8,0.0,0.002388660632574158
Govs,14,3.315014754996563e-07,0.0034799206337511115
Chris Galdieri,20,0.0,0.004506091929130114
Mosby,38,7.776883481024475e-05,0.0012664089192770721
Alan Dershowitz,11,0.0,0.0008451439456647336
O.J. Simpson,11,0.0,0.0008451439456647336
Nicole Brown Simpson,11,0.0,0.0008451439456647336
Ron Goldman,11,0.0,0.0008451439456647336
Kathleen Parker’s,11,0.0,0.0008451439456647336
Khizr Khan’s,42,2.2349135425379093e-06,0.005319624732339967
Roy Cohn,97,2.993458038947682e-05,0.009644327631999882
Mark Burnett,46,1.113948191183651e-06,0.007682287367716488
Burnett,22,0.0,0.0037305176139242335
Perkins,11,1.0786098068703886e-08,0.0018386515622128745
Charles E. Guess,12,0.0,0.00012979340712948711
Jonathan Parks,12,0.0,0.00012979340712948711
Gabriel DiBernardo,12,0.0,0.00012979340712948711
Jonathan Gilliam,12,0.0,0.00012979340712948711
William O'Toole,12,0.0,0.00012979340712948711
Ranger,8,0.0,0.0001318341910083602
Michael Helm,8,0.0,0.0001318341910083602
R-Colo.,18,3.22074681503355e-06,0.000544698522553029
Ford O’Connell,87,4.161234371108152e-06,0.012334130752910125
Trump-Kasich,12,0.0,0.004532330583506971
Denise Lunsford,15,5.298072190472053e-08,0.00017372850630575289
Morgan Harrington,8,0.0,0.00016950829013371267
Lunsford,17,5.298072190472053e-08,0.00017433979780314153
Harrington,10,0.0,0.00017010473070778334
Metallica,8,0.0,0.00016950829013371267
Marc Gerecht,11,0.0,0.0010180162699629006
John Kennedy,128,0.00022537272865089957,0.008413558394075009
Liberty Counsel,8,0.0,0.00016391523795352322
Cecil Watkins,33,2.4871314611347167e-06,0.0005524968231372548
Watkins,8,0.0,0.00016391523795352322
David Moore,33,2.4871314611347167e-06,0.0005524968231372548
David Ermold,33,2.4871314611347167e-06,0.0005524968231372548
Randy Smith,8,0.0,0.00016391523795352322
Chris Mintz,7,0.0,0.00042877810525607945
Mintz,9,0.0,0.0004302864218602136
Chris Harper Mercer,7,0.0,0.00042877810525607945
Hannah Miles,7,0.0,0.00042877810525607945
Stacy Boylan,7,0.0,0.00042877810525607945
Joel Palser,7,0.0,0.00042877810525607945
Stephen Hess,10,0.0,0.000439549463271536
Moynihan,12,0.0,0.000441096281386369
Greg Weiner,10,0.0,0.000439549463271536
Edmund Burke,50,1.202095343570724e-05,0.002058364505376814
Chill,10,0.0,0.000439549463271536
Symone Sanders,49,9.934095830717942e-06,0.0072189743770985715
Anita Hill,11,0.0,0.0029104755996883958
John Quincy Adams,38,1.9743378383506365e-05,0.0057656516642681215
James Brown,24,1.699536681061322e-05,0.0033744425750104412
Sam Stein,7,0.0,0.0011025086194703553
Holder,44,8.525293204662471e-06,0.004637839808032228
George H.W. Bush Administrations,4,0.0,0.001511954853230681
Lives Matter,19,1.8670282648934623e-06,0.00419600242144368
Lis Smith,78,8.78306281673312e-05,0.0108494960746641
Bryce Covert,17,0.0,0.00306196997163675
Art Laffer,19,0.0,0.0030727409161882234
Laffer,19,0.0,0.0030727409161882234
Brownback,25,1.6521070858432103e-06,0.004808755616857421
Ronald Reagan’s,101,5.545176931375936e-05,0.014385690617905835
Peter Hamby,8,0.0,0.00199683734199326
Eric Liu,8,0.0,0.0005736121459432506
@ericpliu,8,0.0,0.0005736121459432506
Archbishop Desmond Tutu,8,0.0,0.0005736121459432506
Story,8,0.0,0.0005736121459432506
Maxim Sokolov,20,7.132219045215823e-06,0.0005974397394207377
Sinai,22,0.00034941795724794083,0.0005974545351979272
Sergei Trukachev,9,0.0,0.0001941045740870578
Adel Mahgoub,9,0.0,0.0001941045740870578
Valery Nemov,9,0.0,0.0001941045740870578
Alexqander Krotov,9,0.0,0.0001941045740870578
Yulia Zaitseva,9,0.0,0.0001941045740870578
Rodina,11,0.0,0.0001947875244041254
Ed Morrissey,6,0.0,0.001754295988233205
Rocco Contento,12,0.0,0.00022225959564688922
Benoit Bringer,20,4.7478781002476585e-06,0.0007602149792622097
Lignes Tele,12,0.0,0.00022225959564688922
Yukiya Amano,19,4.2525179382459586e-07,0.001408330082233358
Lawrence Hurley,2,0.0,2.607612924340521e-06
Notre Dame,18,0.00034228573820272535,0.0007385998933583895
Will Dunham,2,0.0,2.6076129243405213e-06
Walter Podrazik,22,0.0,0.0032141517605308676
Podrazik,22,0.0,0.0032141517605308676
Dallas Mavericks,22,0.0,0.0032141517605308676
Cuban,22,0.0,0.0032141517605308676
Charlie Hebdo ,7,0.0,0.0002138759271039635
Biard,16,1.828892279170311e-06,0.00023655914808524845
Stephanie,50,7.963049710930706e-06,0.00540371536757533
John Burnett,6,0.0,0.0009298047438125219
Wang Yi,37,3.0252454802439824e-06,0.0015805620036879052
Frank Walter Steinmeier,31,0.0,0.0011335264295668263
Ali Akbar Salehi,41,1.7102440945846707e-05,0.0025370085837412714
Philip Hammon,31,0.0,0.0011335264295668263
Rouhani,31,0.0,0.0011335264295668263
Kevan Harris,31,0.0,0.0011335264295668263
Ahmad Tavakkoli,31,0.0,0.0011335264295668263
Bijan Khajehpour,31,0.0,0.0011335264295668263
Khajehpour,31,0.0,0.0011335264295668263
Abouzar Nadimi,31,0.0,0.0011335264295668263
Richard Dalton,31,0.0,0.0011335264295668263
Chatham,31,0.0,0.0011335264295668263
Richard Nephew,31,0.0,0.0011335264295668263
Dalton,41,1.9307950863895126e-05,0.0016463686138006575
Kickstarter,11,0.0,0.003059247642063149
Huh,19,0.0010264939182294019,0.003070240037155439
Wonkblog,41,4.638774995487434e-05,0.0015716577140483295
Adam Lankford,12,0.0,0.00020811938658432007
Jaclyn Schildkraut,12,0.0,0.00020811938658432007
H. Jaymi Elsass,12,0.0,0.00020811938658432007
Mother Jones’s,12,0.0,0.00020811938658432007
John R. Lott Jr.,12,0.0,0.00020811938658432007
Lott,53,0.00031123364826850664,0.006250736909523193
John Roman,12,0.0,0.00020811938658432007
Two Pinocchios,12,0.0,0.00020811938658432007
Jerry Smith,29,2.4959293638257064e-06,0.0014414203222794426
Jennifer Elrod,9,0.0,0.0007168127021563014
Angelica Salas,9,0.0,0.0007168127021563014
Kim Davis’,4,0.0,0.00028969059698553316
Laurie Brandriet Keller,6,0.0,5.291149230352374e-06
Vernard Cordell,6,0.0,5.291149230352374e-06
Calvin Coolidge,16,0.0010264939182294051,0.001477549920689241
Kristi Maas,6,0.0,5.291149230352374e-06
Maas,8,0.0,5.309776105339672e-06
Stephanie Burchatz,6,0.0,5.291149230352374e-06
Jason Hollatz,6,0.0,5.291149230352374e-06
Matt Mackowiak,83,4.230363395620996e-05,0.009643563240386909
Travis Sawyer,9,0.0,0.0014076728653897128
Joshua Thompson,9,0.0,0.0014076728653897128
Carol Hill,9,0.0,0.0014076728653897128
Mackowiak,39,1.3562792233989585e-05,0.00691859514940556
Amy Black,25,7.132507833843765e-06,0.003965498797420647
Dan,8,3.1362467071439434e-08,0.0008617773948818763
Ronald Klain,6,0.0,0.0008255918684183401
Dan Forest,2,0.0,8.935689735492381e-05
Uhuru Kenyatta,44,0.0007372350202414697,0.0009061133235068993
Ginette Hemley,6,0.0,0.00046342077079467616
Julie Gichuru,6,0.0,0.00046342077079467616
Hussein Obama,6,0.0,0.00046342077079467616
Jahiel Oliver,6,0.0,0.00046342077079467616
Oliver,6,0.0,0.00046342077079467616
Bacevich,35,0.0,0.004458027515170143
Ike,69,1.1731516088610886e-05,0.010106056262384682
John Foster Dulles,45,1.7580803596138462e-05,0.0051863969913271395
Stephen Kinzer,33,0.0,0.004442399880533645
Laughs,33,0.0,0.004442399880533645
Herbert Croly,33,0.0,0.004442399880533645
Steinmeier,33,0.0,0.004442399880533645
Beetle Baileys,33,0.0,0.004442399880533645
Andrew,144,2.5863196025035318e-05,0.013445756014709608
Abu Ghraib,42,8.278228721634527e-05,0.004619044885122074
Barbara J. Fields ,24,0.0,0.0004335928561543359
Lee Bebout,24,0.0,0.0004335928561543359
James Baldwin's,24,0.0,0.0004335928561543359
Tim Wise,24,0.0,0.0004335928561543359
Peggy McIntosh's,24,0.0,0.0004335928561543359
Jose Antonio Vargas,24,0.0,0.0004335928561543359
Vargas,56,0.0001627623474344555,0.004499286404015726
Kristen Yoonsoo Kim,24,0.0,0.0004335928561543359
Yesha Callahan,24,0.0,0.0004335928561543359
Willa Paskin,24,0.0,0.0004335928561543359
Aisha Harris,24,0.0,0.0004335928561543359
Mariama Richards,24,0.0,0.0004335928561543359
Lisa Miller,24,0.0,0.0004335928561543359
Mcintosh,24,0.0,0.0004335928561543359
Michael Martin,24,0.0,0.0004335928561543359
Drew Philp,24,0.0,0.0004335928561543359
J. T. Roger,24,0.0,0.0004335928561543359
Matt Johnson,24,0.0,0.0004335928561543359
T.J. Helmstetter,10,0.0,0.000754734801135399
Ben Dworkin,10,0.0,0.000754734801135399
Dworkin,22,4.479309013189952e-05,0.0008066193556621572
Jimmy LaSalvia,10,0.0,0.000754734801135399
LaSalvia,12,0.0,0.0007573901145687047
Ann Selzer,10,0.0,0.000754734801135399
Jennifer Baker,19,0.0,0.002600030212599969
Frank Lautenberg,19,0.0,0.002600030212599969
D-N.J.,31,8.445582718317932e-07,0.003460210083094373
Donald Stewart,19,0.0,0.002600030212599969
Katon Dawson,34,0.0,0.006986067159739857
Benetton,34,0.0,0.006986067159739857
David Limbaugh,34,0.0,0.006986067159739857
S.C. Anne Gearan,34,0.0,0.006986067159739857
Crooked Hillary's,13,2.809776307460869e-07,0.0029235946595617414
"Gohmert, Yoho",8,0.0,0.0008700556189850754
Frances Perkins,26,0.0,0.0029133207503751197
Cesar Chavez,24,0.0,0.002903108089686392
Rebecca,24,0.0,0.002903108089686392
Sarita Gupta,24,0.0,0.002903108089686392
Ronald Reagan Speaks,24,0.0,0.002903108089686392
Diane Rehm,24,0.0,0.002903108089686392
rattle Donald Trump,16,0.0,0.0028403088326471797
Nikita Khrushchev,16,0.0,0.0028403088326471797
Mikhail Gorbachev,54,2.822804302918568e-05,0.0043967842544919535
Jay Nordlinger,16,0.0,0.0028403088326471797
Nordlinger,16,0.0,0.0028403088326471797
El Bakraoui,12,0.0,2.4449894441621225e-05
Mohammed Bakkali,10,0.0,2.4364151666119387e-05
Richard Shelby,172,1.8007761957719402e-05,0.021268431316139362
R-Ala.,8,0.0,0.0009366723386858573
Team Trump,12,0.0,0.00215044017706767
Kevin Jorgeson,7,0.0,0.0004954512864919434
Tommy Caldwell,9,0.0,0.0004971939570712245
Terry,7,0.0,0.0004954512864919434
Dean Caldwell,7,0.0,0.0004954512864919434
Dawn Wall,7,0.0,0.0004954512864919434
Jodi Rell,6,0.0,0.0007697418868615229
Ruemmler,28,0.0,0.002644779062190757
Curt Levey,26,0.0,0.0026355080117308033
Nan Aron,49,4.49544868201866e-06,0.004629916820419388
Nancy Zirkin,26,0.0,0.0026355080117308033
Mary H. Murguia,26,0.0,0.0026355080117308033
Murguia,26,0.0,0.0026355080117308033
Zirkin,26,0.0,0.0026355080117308033
Goodwin Liu,34,1.638854553102473e-05,0.002994263371343827
Robert E. Bacharach,26,0.0,0.0026355080117308033
James M. Inhofe,26,0.0,0.0026355080117308033
Oklahoman,26,0.0,0.0026355080117308033
Chad Seales,18,0.0,0.002826015365245661
Laurie Maffly-Kipp,18,0.0,0.002826015365245661
John C. Danforth Center on,18,0.0,0.002826015365245661
Seales,18,0.0,0.002826015365245661
Michael Hout,18,0.0,0.002826015365245661
Mark Valeri,18,0.0,0.002826015365245661
Valeri,18,0.0,0.002826015365245661
Hasan Edmonds,12,0.00017112773175224753,1.2435467548521499e-05
Jonas Edmonds,12,0.00017112773175224753,1.2435467548521499e-05
Zachary Fardon,3,0.0,8.787713773411747e-08
John Carlin,3,0.0,8.787713773411747e-08
Michelle ,10,0.0,0.0020774187741287925
Jill Stein's,12,0.0,0.0022733071031010503
Mormons,12,0.0,0.0022733071031010503
Governors Johnson,12,0.0,0.0022733071031010503
Peter Baker,14,0.0,0.00273614975755055
Eugene McCarthy,43,4.161153598008084e-06,0.00646917457391538
anti-Lyndon Johnson,14,0.0,0.00273614975755055
Mahlon,38,0.0,0.004571064792016795
Gibson,40,0.0,0.00458714464184076
Roy Reed,38,0.0,0.004571064792016795
Patti Solis Doyle,38,0.0,0.004571064792016795
Solis Doyle,67,2.5568181395252503e-06,0.006984719144340309
Marilyn Monroe,38,0.0,0.004571064792016795
Claudia Gazzini,38,0.0,0.004571064792016795
Gazzini,38,0.0,0.004571064792016795
Arthur Cotton Moore,38,0.0,0.004571064792016795
Jonathan O’Connell,73,5.367013225282712e-05,0.005413855277531835
Roy Hermann,19,0.0,0.0029740650336240082
Aubrey Pelletier,19,0.0,0.0029740650336240082
Brad,19,0.0,0.0029740650336240082
Ed Crane,19,0.0,0.0029740650336240082
Jason Sorens,19,0.0,0.0029740650336240082
Darryl Perry,19,0.0,0.0029740650336240082
Dan Fishman,19,0.0,0.0029740650336240082
Ayn al-Islam,6,0.0,0.00027632268135972365
Emiratis,8,0.0,0.0014489736347795671
Arkansan Huckabee,8,0.0,0.0014489736347795671
Sara Rosenbaum,11,0.0,0.0010310906760933566
Tara McGuinness,11,0.0,0.0010310906760933566
Mark J. Mazur,11,0.0,0.0010310906760933566
Randy Johnson,11,0.0,0.0010310906760933566
E. Neil Trautwein,11,0.0,0.0010310906760933566
Mazur,13,0.0,0.0010347178808269688
Christophe DeLoire,11,0.0,0.0006330543302746324
JeSuisCharlie,11,0.0,0.0006330543302746324
Luis Gutierrez,16,1.2652640896681305e-05,0.0012918454331598678
David Lauter,15,0.0,0.004595164802471353
Drew DeSilver,15,0.0,0.004595164802471353
Jonathan Bernstein,74,2.616262094971406e-05,0.01051144705937651
Deah,9,0.0,2.5967665283711937e-05
Farris Barakat,9,0.0,2.5967665283711937e-05
Yusor,9,0.0,2.5967665283711937e-05
Razan,11,0.0,2.605909093270615e-05
Chris Blue,9,0.0,2.5967665283711937e-05
Kristen,9,0.0,2.5967665283711937e-05
young,9,0.0,2.5967665283711937e-05
Barakat,9,0.0,2.5967665283711937e-05
Ryan Mauro,31,3.166220494430344e-05,0.0015404802075947859
Salafi,26,0.0,0.0014579767237204702
Mauro,26,0.0,0.0014579767237204702
Rafia Farook,26,0.0,0.0014579767237204702
ammo arsenal,26,0.0,0.0014579767237204702
Nizaam,26,0.0,0.0014579767237204702
Rahemaan Ali,28,0.0,0.0014631061131695731
Nicholas Thalasinos,26,0.0,0.0014579767237204702
Syed,94,3.982747142358046e-05,0.006779070418751403
Hollie McKay,26,0.0,0.0014579767237204702
Scott Berkowitz,7,0.0,0.00032512719522368366
D-Colo,89,0.0001001711916127166,0.0130081469303111
SAFER,7,0.0,0.00032512719522368366
Susan Medina,7,0.0,0.00032512719522368366
Medina,7,0.0,0.00032512719522368366
Calista Gingrich,14,0.0,0.002932873422676659
gut instinct,14,0.0,0.002932873422676659
the Grand Marshall,14,0.0,0.002932873422676659
Richard Hasen,11,0.0,0.0020887006264765882
Sarah McCammon,11,0.0,0.0020887006264765882
Diana Gribbon Motz,11,0.0,0.0020887006264765882
Alexis Isabel Moncada,18,0.0,0.0024581631351166125
NARAL Pro-Choice America,18,0.0,0.0024581631351166125
Eleanor Smeal,18,0.0,0.0024581631351166125
Wins We Win,18,0.0,0.0024581631351166125
Kate Harding,18,0.0,0.0024581631351166125
Kate Michelman,18,0.0,0.0024581631351166125
Knox,20,0.0,0.002466809762646125
Meredith Thatcher,11,0.0,0.001185493516418688
Thatcher,36,2.8016931458099735e-05,0.003939171214970989
Harrell Kirstein,11,0.0,0.001185493516418688
Sean Walsh,11,0.0,0.001185493516418688
Francesca Chambers,21,1.1319757461322968e-06,0.0018630010517421125
Mail,11,0.0,0.001185493516418688
Pollard,11,0.0,0.001185493516418688
Gary Shapiro,4,0.0,0.0006548689392449316
Sorry Jeb,35,0.0,0.004550012299196196
Aron,24,0.0,0.0024627642318435306
Caroline Fredrickson,24,0.0,0.0024627642318435306
Cinderela Guevara,24,0.0,0.0024627642318435306
Eva Ruth Moravec,129,1.2633251862020996e-05,0.017452885984262683
Mary Anne Warren,1,0.0,1.5544843916011643e-05
Charles de Gaulle Airport,13,0.0,7.251690358830264e-06
Brig,21,0.0004127837079417255,0.0006417616219645218
Mohammed Samir,11,0.0,7.226254082344373e-06
Sharif Fathy,11,0.0,7.226254082344373e-06
Salah Abu Laban,11,0.0,7.226254082344373e-06
Sahar Qouidar,11,0.0,7.226254082344373e-06
Ghassan Abu Laban,11,0.0,7.226254082344373e-06
Reem al-Sebaei,11,0.0,7.226254082344373e-06
Abdel-Rahman al-Nasry,11,0.0,7.226254082344373e-06
Magdi Badr,11,0.0,7.226254082344373e-06
Carl Bernstein,13,0.0,0.002641134824489478
Yogi Berra,13,0.0,0.002641134824489478
Hillary Rodman Clinton,13,0.0,0.002641134824489478
"K.T."" McFarland",13,0.0,0.002641134824489478
Lawrence Sherman,12,0.0,9.535956969375005e-05
Osama bin Laden’s,12,0.0,9.535956969375005e-05
Phil Palmer,12,0.0,9.535956969375005e-05
Peter Fahy,12,0.0,9.535956969375005e-05
Mark Williams,12,0.0,9.535956969375005e-05
Jean Charles de Menezes,12,0.0,9.535956969375005e-05
Duggan,12,0.0,9.535956969375005e-05
Deborah Coles,12,0.0,9.535956969375005e-05
Denis O’Connor,12,0.0,9.535956969375005e-05
Livia Simon,6,0.0,0.00032096471645363744
Simon,6,0.0,0.00032096471645363744
mumps,6,0.0,0.00032096471645363744
Jennifer,37,3.510662202323114e-05,0.0011137148569133725
Andrew Wakefield,6,0.0,0.00032096471645363744
Steve Jobs,4,0.0,0.0016225418724173679
Sergey Brin,4,0.0,0.0016225418724173679
Ed Buchanan,11,0.0,0.002021897305260603
Matt Micheli,11,0.0,0.002021897305260603
Keith Alexander,7,0.0,0.0005535485912530995
Richard Clarke,27,1.8896604924176414e-05,0.004674735672194828
David Medine,7,0.0,0.0005535485912530995
Andrea Luecke,1,0.0,4.568177175485975e-05
Mark Mazzetti,2,0.0,0.00045531507676252567
Michael Hiltzik,2,0.0,0.00045531507676252567
Charles Pierce,24,3.242510407962717e-05,0.003915171464056796
Rafael,220,9.655724854748177e-05,0.02246029872739395
Rima Regas,13,0.0,0.00350271491237077
Noam Chomsky,110,0.0001666668969481855,0.008394752377081139
Larry Bartels,17,0.0,0.00017234597288759323
Thomas Edsall,17,0.0,0.00017234597288759323
Alan Blinder,17,0.0,0.00017234597288759323
Mark Watson,17,0.0,0.00017234597288759323
John B. Judis,17,0.0,0.00017234597288759323
Judis,17,0.0,0.00017234597288759323
Suzanne Mettler,17,0.0,0.00017234597288759323
Mettler,17,0.0,0.00017234597288759323
Christopher Howard,17,0.0,0.00017234597288759323
Kevin Drum,17,0.0,0.00017234597288759323
Isa Camyar,17,0.0,0.00017234597288759323
Roy van der Weide,17,0.0,0.00017234597288759323
Dan Andrew,17,0.0,0.00017234597288759323
Christopher Jencks,17,0.0,0.00017234597288759323
Andrew Leigh,17,0.0,0.00017234597288759323
Samantha Bee,8,0.0,0.0026356086404571892
Kasich anyhow,5,0.0,0.0017021450038724863
zinged Trump,29,0.0,0.0072026892935892865
Walked,29,0.0,0.0072026892935892865
Jeff Schoep,15,0.0,0.001442147723431631
Schoep,17,0.0,0.0014472202974161591
Confucius,15,0.0,0.001442147723431631
Steve Huefner,15,0.0,0.001442147723431631
Biz,15,0.0,0.001442147723431631
Stewart Rhodes,15,0.0,0.001442147723431631
Bob Marley,15,0.0,0.001442147723431631
Carhartt,15,0.0,0.001442147723431631
Karl Frisch,15,0.0,0.001442147723431631
Huefner,15,0.0,0.001442147723431631
Takeaway,23,0.0,0.0008208887804168173
Where Brown's,23,0.0,0.0008208887804168173
Marc Lamont Hill,23,0.0,0.0008208887804168173
Feidin Santana,33,1.4345146471309928e-05,0.0009265546456649359
Lee Smith,23,0.0,0.0008208887804168173
Santana,35,1.4345146471309928e-05,0.0009298148867783101
Keith Summey,31,1.3905119379437962e-05,0.0009457918423101892
Summey,23,0.0,0.0008208887804168173
Brian Fletcher,23,0.0,0.0008208887804168173
Fletcher,23,0.0,0.0008208887804168173
Marc Morial,33,1.4345146471309928e-05,0.0009265546456649359
Ronald] Reagan,19,0.0,0.004599850428692539
Gerald],19,0.0,0.004599850428692539
Van Susteren,19,0.0,0.004599850428692539
Lindsay Graham,59,9.2464825047094e-06,0.008714595354512416
David Payne,33,4.719745048475823e-06,0.005884458337840358
Cullen,20,0.0,0.003924968248136018
Elizabethan,20,0.0,0.003924968248136018
Darrell Scott,15,0.0,0.002935749400631266
Steve Ziller,15,0.0,0.002935749400631266
Ziller,17,0.0,0.0029460759420495315
Barry Strauss,8,0.0,0.0009708696195893987
Strauss,10,0.0,0.0009742851759156196
Castros,19,1.057853019199218e-07,0.004898389844762094
Rosalind S. Helderman,160,2.0508576044383635e-05,0.015752762122147875
Anita Kumar,134,0.0,0.015025852142829671
Danielle Paquette,134,0.0,0.015025852142829671
Ryan Lochte,134,0.0,0.015025852142829671
Dave Sheinin,134,0.0,0.015025852142829671
Joshua Partlow,134,0.0,0.015025852142829671
Jimmy Feigen,134,0.0,0.015025852142829671
Matt Bonesteel,134,0.0,0.015025852142829671
Lochte,136,0.0,0.015078719292458347
Jack Conger,134,0.0,0.015025852142829671
Sally Jenkins,134,0.0,0.015025852142829671
Allyson Felix,134,0.0,0.015025852142829671
Dalilah Muhammad,251,2.6402961941245994e-05,0.027954606634497513
Helen Maroulis,134,0.0,0.015025852142829671
Robby Andrews,134,0.0,0.015025852142829671
Carl Lewis,134,0.0,0.015025852142829671
Paavo Nurmi,134,0.0,0.015025852142829671
Mark Giannotto,134,0.0,0.015025852142829671
"Josh Kushner """,134,0.0,0.015025852142829671
Aaron Blake,157,9.95901301285057e-06,0.01658654054268605
Roger Stone’s,134,0.0,0.015025852142829671
Dana Priest,251,2.6402961941245994e-05,0.027954606634497513
Andrew Roth,134,0.0,0.015025852142829671
Akhmetov,134,0.0,0.015025852142829671
Dmitry Firtash,171,1.5252062889851261e-05,0.01697475557170472
Firtash,173,1.5252062889851261e-05,0.017034480756572767
Oleg Deripaska,171,1.5252062889851261e-05,0.01697475557170472
Vitaly A. Kalyuzhny,134,0.0,0.015025852142829671
Serhiy A. Leshchenko,134,0.0,0.015025852142829671
Viktor F. Yanukovych,134,0.0,0.015025852142829671
Jeff Horwitz,251,2.6402961941245994e-05,0.027954606634497513
